stationID,startTime,endTime,inNums,outNums
0,2019-01-29 09:30:00,2019-01-29 09:40:00,171.0,93.0
0,2019-01-29 09:40:00,2019-01-29 09:50:00,201.0,86.0
0,2019-01-29 09:50:00,2019-01-29 10:00:00,222.0,87.0
0,2019-01-29 10:00:00,2019-01-29 10:10:00,166.0,64.0
0,2019-01-29 10:10:00,2019-01-29 10:20:00,186.0,86.0
0,2019-01-29 10:20:00,2019-01-29 10:30:00,158.0,91.0
0,2019-01-29 10:30:00,2019-01-29 10:40:00,132.0,85.0
0,2019-01-29 10:40:00,2019-01-29 10:50:00,135.0,112.0
0,2019-01-29 10:50:00,2019-01-29 11:00:00,119.0,87.0
0,2019-01-29 11:00:00,2019-01-29 11:10:00,131.0,71.0
0,2019-01-29 11:10:00,2019-01-29 11:20:00,112.0,103.0
0,2019-01-29 11:20:00,2019-01-29 11:30:00,140.0,86.0
0,2019-01-29 11:30:00,2019-01-29 11:40:00,111.0,113.0
0,2019-01-29 11:40:00,2019-01-29 11:50:00,110.0,103.0
0,2019-01-29 11:50:00,2019-01-29 12:00:00,136.0,98.0
0,2019-01-29 12:00:00,2019-01-29 12:10:00,165.0,67.0
0,2019-01-29 12:10:00,2019-01-29 12:20:00,117.0,94.0
0,2019-01-29 12:20:00,2019-01-29 12:30:00,150.0,98.0
0,2019-01-29 12:30:00,2019-01-29 12:40:00,139.0,95.0
0,2019-01-29 12:40:00,2019-01-29 12:50:00,133.0,131.0
0,2019-01-29 12:50:00,2019-01-29 13:00:00,122.0,134.0
0,2019-01-29 13:00:00,2019-01-29 13:10:00,142.0,80.0
0,2019-01-29 13:10:00,2019-01-29 13:20:00,101.0,139.0
0,2019-01-29 13:20:00,2019-01-29 13:30:00,95.0,92.0
0,2019-01-29 13:30:00,2019-01-29 13:40:00,132.0,116.0
0,2019-01-29 13:40:00,2019-01-29 13:50:00,107.0,130.0
0,2019-01-29 13:50:00,2019-01-29 14:00:00,111.0,120.0
0,2019-01-29 14:00:00,2019-01-29 14:10:00,137.0,91.0
0,2019-01-29 14:10:00,2019-01-29 14:20:00,108.0,138.0
0,2019-01-29 14:20:00,2019-01-29 14:30:00,112.0,105.0
0,2019-01-29 14:30:00,2019-01-29 14:40:00,103.0,126.0
0,2019-01-29 14:40:00,2019-01-29 14:50:00,64.0,149.0
0,2019-01-29 14:50:00,2019-01-29 15:00:00,64.0,121.0
0,2019-01-29 15:00:00,2019-01-29 15:10:00,110.0,110.0
0,2019-01-29 15:10:00,2019-01-29 15:20:00,73.0,117.0
0,2019-01-29 15:20:00,2019-01-29 15:30:00,116.0,143.0
0,2019-01-29 15:30:00,2019-01-29 15:40:00,70.0,101.0
0,2019-01-29 15:40:00,2019-01-29 15:50:00,98.0,150.0
0,2019-01-29 15:50:00,2019-01-29 16:00:00,96.0,113.0
0,2019-01-29 16:00:00,2019-01-29 16:10:00,76.0,133.0
0,2019-01-29 16:10:00,2019-01-29 16:20:00,97.0,161.0
0,2019-01-29 16:20:00,2019-01-29 16:30:00,100.0,108.0
0,2019-01-29 16:30:00,2019-01-29 16:40:00,132.0,131.0
0,2019-01-29 16:40:00,2019-01-29 16:50:00,145.0,177.0
0,2019-01-29 16:50:00,2019-01-29 17:00:00,189.0,144.0
0,2019-01-29 17:00:00,2019-01-29 17:10:00,124.0,126.0
0,2019-01-29 17:10:00,2019-01-29 17:20:00,148.0,163.0
0,2019-01-29 17:20:00,2019-01-29 17:30:00,140.0,189.0
0,2019-01-29 17:30:00,2019-01-29 17:40:00,125.0,196.0
0,2019-01-29 17:40:00,2019-01-29 17:50:00,119.0,234.0
0,2019-01-29 17:50:00,2019-01-29 18:00:00,75.0,256.0
0,2019-01-29 18:00:00,2019-01-29 18:10:00,67.0,296.0
0,2019-01-29 18:10:00,2019-01-29 18:20:00,75.0,269.0
0,2019-01-29 18:20:00,2019-01-29 18:30:00,51.0,202.0
0,2019-01-29 18:30:00,2019-01-29 18:40:00,53.0,231.0
0,2019-01-29 18:40:00,2019-01-29 18:50:00,84.0,157.0
0,2019-01-29 18:50:00,2019-01-29 19:00:00,74.0,190.0
0,2019-01-29 19:00:00,2019-01-29 19:10:00,55.0,140.0
0,2019-01-29 19:10:00,2019-01-29 19:20:00,39.0,115.0
0,2019-01-29 19:20:00,2019-01-29 19:30:00,38.0,125.0
0,2019-01-29 19:30:00,2019-01-29 19:40:00,55.0,99.0
0,2019-01-29 19:40:00,2019-01-29 19:50:00,30.0,79.0
0,2019-01-29 19:50:00,2019-01-29 20:00:00,62.0,106.0
0,2019-01-29 20:00:00,2019-01-29 20:10:00,54.0,108.0
0,2019-01-29 20:10:00,2019-01-29 20:20:00,36.0,82.0
0,2019-01-29 20:20:00,2019-01-29 20:30:00,30.0,91.0
0,2019-01-29 20:30:00,2019-01-29 20:40:00,34.0,111.0
0,2019-01-29 20:40:00,2019-01-29 20:50:00,33.0,55.0
0,2019-01-29 20:50:00,2019-01-29 21:00:00,21.0,82.0
0,2019-01-29 21:00:00,2019-01-29 21:10:00,44.0,106.0
0,2019-01-29 21:10:00,2019-01-29 21:20:00,29.0,67.0
0,2019-01-29 21:20:00,2019-01-29 21:30:00,31.0,99.0
0,2019-01-29 21:30:00,2019-01-29 21:40:00,23.0,67.0
0,2019-01-29 21:40:00,2019-01-29 21:50:00,31.0,81.0
0,2019-01-29 21:50:00,2019-01-29 22:00:00,23.0,59.0
0,2019-01-29 22:00:00,2019-01-29 22:10:00,10.0,79.0
0,2019-01-29 22:10:00,2019-01-29 22:20:00,14.0,38.0
0,2019-01-29 22:20:00,2019-01-29 22:30:00,13.0,35.0
0,2019-01-29 22:30:00,2019-01-29 22:40:00,6.0,54.0
0,2019-01-29 22:40:00,2019-01-29 22:50:00,5.0,32.0
0,2019-01-29 22:50:00,2019-01-29 23:00:00,10.0,38.0
0,2019-01-29 23:00:00,2019-01-29 23:10:00,12.0,26.0
0,2019-01-29 23:10:00,2019-01-29 23:20:00,0.0,29.0
0,2019-01-29 23:20:00,2019-01-29 23:30:00,0.0,15.0
0,2019-01-29 23:30:00,2019-01-29 23:40:00,0.0,15.0
0,2019-01-29 23:40:00,2019-01-29 23:50:00,0.0,4.0
0,2019-01-29 23:50:00,2019-01-30 00:00:00,0.0,5.0
1,2019-01-29 00:00:00,2019-01-29 00:10:00,0.0,7.0
1,2019-01-29 00:10:00,2019-01-29 00:20:00,0.0,3.0
1,2019-01-29 00:20:00,2019-01-29 00:30:00,0.0,0.0
1,2019-01-29 00:30:00,2019-01-29 00:40:00,0.0,0.0
1,2019-01-29 00:40:00,2019-01-29 00:50:00,0.0,0.0
1,2019-01-29 00:50:00,2019-01-29 01:00:00,0.0,0.0
1,2019-01-29 01:00:00,2019-01-29 01:10:00,0.0,0.0
1,2019-01-29 01:10:00,2019-01-29 01:20:00,0.0,0.0
1,2019-01-29 01:20:00,2019-01-29 01:30:00,0.0,0.0
1,2019-01-29 01:30:00,2019-01-29 01:40:00,0.0,0.0
1,2019-01-29 01:40:00,2019-01-29 01:50:00,0.0,0.0
1,2019-01-29 01:50:00,2019-01-29 02:00:00,0.0,0.0
1,2019-01-29 02:00:00,2019-01-29 02:10:00,0.0,0.0
1,2019-01-29 02:10:00,2019-01-29 02:20:00,0.0,0.0
1,2019-01-29 02:20:00,2019-01-29 02:30:00,0.0,0.0
1,2019-01-29 02:30:00,2019-01-29 02:40:00,0.0,0.0
1,2019-01-29 02:40:00,2019-01-29 02:50:00,0.0,0.0
1,2019-01-29 02:50:00,2019-01-29 03:00:00,0.0,0.0
1,2019-01-29 03:00:00,2019-01-29 03:10:00,0.0,0.0
1,2019-01-29 03:10:00,2019-01-29 03:20:00,0.0,0.0
1,2019-01-29 03:20:00,2019-01-29 03:30:00,0.0,0.0
1,2019-01-29 03:30:00,2019-01-29 03:40:00,0.0,0.0
1,2019-01-29 03:40:00,2019-01-29 03:50:00,0.0,0.0
1,2019-01-29 03:50:00,2019-01-29 04:00:00,0.0,0.0
1,2019-01-29 04:00:00,2019-01-29 04:10:00,0.0,0.0
1,2019-01-29 04:10:00,2019-01-29 04:20:00,0.0,0.0
1,2019-01-29 04:20:00,2019-01-29 04:30:00,0.0,0.0
1,2019-01-29 04:30:00,2019-01-29 04:40:00,0.0,0.0
1,2019-01-29 04:40:00,2019-01-29 04:50:00,0.0,0.0
1,2019-01-29 04:50:00,2019-01-29 05:00:00,0.0,0.0
1,2019-01-29 05:00:00,2019-01-29 05:10:00,0.0,0.0
1,2019-01-29 05:10:00,2019-01-29 05:20:00,0.0,0.0
1,2019-01-29 05:20:00,2019-01-29 05:30:00,0.0,0.0
1,2019-01-29 05:30:00,2019-01-29 05:40:00,0.0,0.0
1,2019-01-29 05:40:00,2019-01-29 05:50:00,12.0,0.0
1,2019-01-29 05:50:00,2019-01-29 06:00:00,20.0,1.0
1,2019-01-29 06:00:00,2019-01-29 06:10:00,33.0,0.0
1,2019-01-29 06:10:00,2019-01-29 06:20:00,21.0,0.0
1,2019-01-29 06:20:00,2019-01-29 06:30:00,18.0,2.0
1,2019-01-29 06:30:00,2019-01-29 06:40:00,49.0,13.0
1,2019-01-29 06:40:00,2019-01-29 06:50:00,54.0,6.0
1,2019-01-29 06:50:00,2019-01-29 07:00:00,86.0,10.0
1,2019-01-29 07:00:00,2019-01-29 07:10:00,95.0,4.0
1,2019-01-29 07:10:00,2019-01-29 07:20:00,125.0,11.0
1,2019-01-29 07:20:00,2019-01-29 07:30:00,182.0,27.0
1,2019-01-29 07:30:00,2019-01-29 07:40:00,236.0,19.0
1,2019-01-29 07:40:00,2019-01-29 07:50:00,280.0,22.0
1,2019-01-29 07:50:00,2019-01-29 08:00:00,293.0,32.0
1,2019-01-29 08:00:00,2019-01-29 08:10:00,361.0,54.0
1,2019-01-29 08:10:00,2019-01-29 08:20:00,407.0,38.0
1,2019-01-29 08:20:00,2019-01-29 08:30:00,374.0,52.0
1,2019-01-29 08:30:00,2019-01-29 08:40:00,329.0,51.0
1,2019-01-29 08:40:00,2019-01-29 08:50:00,274.0,60.0
1,2019-01-29 08:50:00,2019-01-29 09:00:00,222.0,25.0
1,2019-01-29 09:00:00,2019-01-29 09:10:00,203.0,43.0
1,2019-01-29 09:10:00,2019-01-29 09:20:00,163.0,24.0
1,2019-01-29 09:20:00,2019-01-29 09:30:00,96.0,38.0
1,2019-01-29 09:30:00,2019-01-29 09:40:00,90.0,29.0
1,2019-01-29 09:40:00,2019-01-29 09:50:00,74.0,21.0
1,2019-01-29 09:50:00,2019-01-29 10:00:00,57.0,23.0
1,2019-01-29 10:00:00,2019-01-29 10:10:00,54.0,23.0
1,2019-01-29 10:10:00,2019-01-29 10:20:00,42.0,34.0
1,2019-01-29 10:20:00,2019-01-29 10:30:00,55.0,33.0
1,2019-01-29 10:30:00,2019-01-29 10:40:00,58.0,18.0
1,2019-01-29 10:40:00,2019-01-29 10:50:00,54.0,38.0
1,2019-01-29 10:50:00,2019-01-29 11:00:00,46.0,27.0
1,2019-01-29 11:00:00,2019-01-29 11:10:00,50.0,23.0
1,2019-01-29 11:10:00,2019-01-29 11:20:00,56.0,28.0
1,2019-01-29 11:20:00,2019-01-29 11:30:00,47.0,16.0
1,2019-01-29 11:30:00,2019-01-29 11:40:00,43.0,25.0
1,2019-01-29 11:40:00,2019-01-29 11:50:00,48.0,30.0
1,2019-01-29 11:50:00,2019-01-29 12:00:00,45.0,26.0
1,2019-01-29 12:00:00,2019-01-29 12:10:00,36.0,42.0
1,2019-01-29 12:10:00,2019-01-29 12:20:00,48.0,58.0
1,2019-01-29 12:20:00,2019-01-29 12:30:00,50.0,27.0
1,2019-01-29 12:30:00,2019-01-29 12:40:00,69.0,31.0
1,2019-01-29 12:40:00,2019-01-29 12:50:00,70.0,48.0
1,2019-01-29 12:50:00,2019-01-29 13:00:00,64.0,17.0
1,2019-01-29 13:00:00,2019-01-29 13:10:00,49.0,25.0
1,2019-01-29 13:10:00,2019-01-29 13:20:00,50.0,34.0
1,2019-01-29 13:20:00,2019-01-29 13:30:00,52.0,25.0
1,2019-01-29 13:30:00,2019-01-29 13:40:00,54.0,32.0
1,2019-01-29 13:40:00,2019-01-29 13:50:00,59.0,48.0
1,2019-01-29 13:50:00,2019-01-29 14:00:00,46.0,19.0
1,2019-01-29 14:00:00,2019-01-29 14:10:00,52.0,32.0
1,2019-01-29 14:10:00,2019-01-29 14:20:00,44.0,41.0
1,2019-01-29 14:20:00,2019-01-29 14:30:00,43.0,21.0
1,2019-01-29 14:30:00,2019-01-29 14:40:00,34.0,35.0
1,2019-01-29 14:40:00,2019-01-29 14:50:00,32.0,36.0
1,2019-01-29 14:50:00,2019-01-29 15:00:00,33.0,27.0
1,2019-01-29 15:00:00,2019-01-29 15:10:00,27.0,41.0
1,2019-01-29 15:10:00,2019-01-29 15:20:00,34.0,50.0
1,2019-01-29 15:20:00,2019-01-29 15:30:00,27.0,32.0
1,2019-01-29 15:30:00,2019-01-29 15:40:00,31.0,42.0
1,2019-01-29 15:40:00,2019-01-29 15:50:00,42.0,42.0
1,2019-01-29 15:50:00,2019-01-29 16:00:00,33.0,32.0
1,2019-01-29 16:00:00,2019-01-29 16:10:00,32.0,39.0
1,2019-01-29 16:10:00,2019-01-29 16:20:00,33.0,46.0
1,2019-01-29 16:20:00,2019-01-29 16:30:00,41.0,51.0
1,2019-01-29 16:30:00,2019-01-29 16:40:00,38.0,65.0
1,2019-01-29 16:40:00,2019-01-29 16:50:00,39.0,59.0
1,2019-01-29 16:50:00,2019-01-29 17:00:00,26.0,50.0
1,2019-01-29 17:00:00,2019-01-29 17:10:00,42.0,76.0
1,2019-01-29 17:10:00,2019-01-29 17:20:00,41.0,90.0
1,2019-01-29 17:20:00,2019-01-29 17:30:00,44.0,92.0
1,2019-01-29 17:30:00,2019-01-29 17:40:00,47.0,104.0
1,2019-01-29 17:40:00,2019-01-29 17:50:00,51.0,139.0
1,2019-01-29 17:50:00,2019-01-29 18:00:00,76.0,189.0
1,2019-01-29 18:00:00,2019-01-29 18:10:00,39.0,170.0
1,2019-01-29 18:10:00,2019-01-29 18:20:00,39.0,149.0
1,2019-01-29 18:20:00,2019-01-29 18:30:00,53.0,160.0
1,2019-01-29 18:30:00,2019-01-29 18:40:00,53.0,228.0
1,2019-01-29 18:40:00,2019-01-29 18:50:00,25.0,113.0
1,2019-01-29 18:50:00,2019-01-29 19:00:00,39.0,168.0
1,2019-01-29 19:00:00,2019-01-29 19:10:00,29.0,130.0
1,2019-01-29 19:10:00,2019-01-29 19:20:00,16.0,104.0
1,2019-01-29 19:20:00,2019-01-29 19:30:00,25.0,93.0
1,2019-01-29 19:30:00,2019-01-29 19:40:00,28.0,124.0
1,2019-01-29 19:40:00,2019-01-29 19:50:00,19.0,95.0
1,2019-01-29 19:50:00,2019-01-29 20:00:00,24.0,87.0
1,2019-01-29 20:00:00,2019-01-29 20:10:00,22.0,75.0
1,2019-01-29 20:10:00,2019-01-29 20:20:00,26.0,75.0
1,2019-01-29 20:20:00,2019-01-29 20:30:00,28.0,113.0
1,2019-01-29 20:30:00,2019-01-29 20:40:00,19.0,100.0
1,2019-01-29 20:40:00,2019-01-29 20:50:00,21.0,102.0
1,2019-01-29 20:50:00,2019-01-29 21:00:00,14.0,82.0
1,2019-01-29 21:00:00,2019-01-29 21:10:00,16.0,106.0
1,2019-01-29 21:10:00,2019-01-29 21:20:00,15.0,107.0
1,2019-01-29 21:20:00,2019-01-29 21:30:00,10.0,130.0
1,2019-01-29 21:30:00,2019-01-29 21:40:00,11.0,101.0
1,2019-01-29 21:40:00,2019-01-29 21:50:00,11.0,64.0
1,2019-01-29 21:50:00,2019-01-29 22:00:00,8.0,107.0
1,2019-01-29 22:00:00,2019-01-29 22:10:00,12.0,76.0
1,2019-01-29 22:10:00,2019-01-29 22:20:00,17.0,87.0
1,2019-01-29 22:20:00,2019-01-29 22:30:00,9.0,40.0
1,2019-01-29 22:30:00,2019-01-29 22:40:00,16.0,66.0
1,2019-01-29 22:40:00,2019-01-29 22:50:00,10.0,65.0
1,2019-01-29 22:50:00,2019-01-29 23:00:00,0.0,35.0
1,2019-01-29 23:00:00,2019-01-29 23:10:00,4.0,29.0
1,2019-01-29 23:10:00,2019-01-29 23:20:00,2.0,19.0
1,2019-01-29 23:20:00,2019-01-29 23:30:00,0.0,25.0
1,2019-01-29 23:30:00,2019-01-29 23:40:00,0.0,10.0
1,2019-01-29 23:40:00,2019-01-29 23:50:00,0.0,6.0
1,2019-01-29 23:50:00,2019-01-30 00:00:00,0.0,2.0
2,2019-01-29 00:00:00,2019-01-29 00:10:00,0.0,4.0
2,2019-01-29 00:10:00,2019-01-29 00:20:00,0.0,1.0
2,2019-01-29 00:20:00,2019-01-29 00:30:00,0.0,0.0
2,2019-01-29 00:30:00,2019-01-29 00:40:00,0.0,0.0
2,2019-01-29 00:40:00,2019-01-29 00:50:00,0.0,0.0
2,2019-01-29 00:50:00,2019-01-29 01:00:00,0.0,0.0
2,2019-01-29 01:00:00,2019-01-29 01:10:00,0.0,0.0
2,2019-01-29 01:10:00,2019-01-29 01:20:00,0.0,0.0
2,2019-01-29 01:20:00,2019-01-29 01:30:00,0.0,0.0
2,2019-01-29 01:30:00,2019-01-29 01:40:00,0.0,0.0
2,2019-01-29 01:40:00,2019-01-29 01:50:00,0.0,0.0
2,2019-01-29 01:50:00,2019-01-29 02:00:00,0.0,0.0
2,2019-01-29 02:00:00,2019-01-29 02:10:00,0.0,0.0
2,2019-01-29 02:10:00,2019-01-29 02:20:00,0.0,0.0
2,2019-01-29 02:20:00,2019-01-29 02:30:00,0.0,0.0
2,2019-01-29 02:30:00,2019-01-29 02:40:00,0.0,0.0
2,2019-01-29 02:40:00,2019-01-29 02:50:00,0.0,0.0
2,2019-01-29 02:50:00,2019-01-29 03:00:00,0.0,0.0
2,2019-01-29 03:00:00,2019-01-29 03:10:00,0.0,0.0
2,2019-01-29 03:10:00,2019-01-29 03:20:00,0.0,0.0
2,2019-01-29 03:20:00,2019-01-29 03:30:00,0.0,0.0
2,2019-01-29 03:30:00,2019-01-29 03:40:00,0.0,0.0
2,2019-01-29 03:40:00,2019-01-29 03:50:00,0.0,0.0
2,2019-01-29 03:50:00,2019-01-29 04:00:00,0.0,0.0
2,2019-01-29 04:00:00,2019-01-29 04:10:00,0.0,0.0
2,2019-01-29 04:10:00,2019-01-29 04:20:00,0.0,0.0
2,2019-01-29 04:20:00,2019-01-29 04:30:00,0.0,0.0
2,2019-01-29 04:30:00,2019-01-29 04:40:00,0.0,0.0
2,2019-01-29 04:40:00,2019-01-29 04:50:00,0.0,0.0
2,2019-01-29 04:50:00,2019-01-29 05:00:00,0.0,0.0
2,2019-01-29 05:00:00,2019-01-29 05:10:00,0.0,0.0
2,2019-01-29 05:10:00,2019-01-29 05:20:00,0.0,0.0
2,2019-01-29 05:20:00,2019-01-29 05:30:00,0.0,0.0
2,2019-01-29 05:30:00,2019-01-29 05:40:00,0.0,0.0
2,2019-01-29 05:40:00,2019-01-29 05:50:00,25.0,0.0
2,2019-01-29 05:50:00,2019-01-29 06:00:00,37.0,0.0
2,2019-01-29 06:00:00,2019-01-29 06:10:00,52.0,0.0
2,2019-01-29 06:10:00,2019-01-29 06:20:00,59.0,0.0
2,2019-01-29 06:20:00,2019-01-29 06:30:00,67.0,27.0
2,2019-01-29 06:30:00,2019-01-29 06:40:00,109.0,12.0
2,2019-01-29 06:40:00,2019-01-29 06:50:00,147.0,21.0
2,2019-01-29 06:50:00,2019-01-29 07:00:00,157.0,31.0
2,2019-01-29 07:00:00,2019-01-29 07:10:00,185.0,35.0
2,2019-01-29 07:10:00,2019-01-29 07:20:00,233.0,78.0
2,2019-01-29 07:20:00,2019-01-29 07:30:00,304.0,149.0
2,2019-01-29 07:30:00,2019-01-29 07:40:00,404.0,206.0
2,2019-01-29 07:40:00,2019-01-29 07:50:00,415.0,270.0
2,2019-01-29 07:50:00,2019-01-29 08:00:00,527.0,404.0
2,2019-01-29 08:00:00,2019-01-29 08:10:00,597.0,508.0
2,2019-01-29 08:10:00,2019-01-29 08:20:00,560.0,610.0
2,2019-01-29 08:20:00,2019-01-29 08:30:00,573.0,771.0
2,2019-01-29 08:30:00,2019-01-29 08:40:00,526.0,916.0
2,2019-01-29 08:40:00,2019-01-29 08:50:00,394.0,808.0
2,2019-01-29 08:50:00,2019-01-29 09:00:00,336.0,449.0
2,2019-01-29 09:00:00,2019-01-29 09:10:00,309.0,466.0
2,2019-01-29 09:10:00,2019-01-29 09:20:00,303.0,330.0
2,2019-01-29 09:20:00,2019-01-29 09:30:00,226.0,276.0
2,2019-01-29 09:30:00,2019-01-29 09:40:00,188.0,194.0
2,2019-01-29 09:40:00,2019-01-29 09:50:00,169.0,192.0
2,2019-01-29 09:50:00,2019-01-29 10:00:00,130.0,149.0
2,2019-01-29 10:00:00,2019-01-29 10:10:00,135.0,110.0
2,2019-01-29 10:10:00,2019-01-29 10:20:00,111.0,128.0
2,2019-01-29 10:20:00,2019-01-29 10:30:00,182.0,88.0
2,2019-01-29 10:30:00,2019-01-29 10:40:00,193.0,105.0
2,2019-01-29 10:40:00,2019-01-29 10:50:00,150.0,82.0
2,2019-01-29 10:50:00,2019-01-29 11:00:00,200.0,109.0
2,2019-01-29 11:00:00,2019-01-29 11:10:00,174.0,114.0
2,2019-01-29 11:10:00,2019-01-29 11:20:00,130.0,87.0
2,2019-01-29 11:20:00,2019-01-29 11:30:00,136.0,111.0
2,2019-01-29 11:30:00,2019-01-29 11:40:00,129.0,109.0
2,2019-01-29 11:40:00,2019-01-29 11:50:00,125.0,98.0
2,2019-01-29 11:50:00,2019-01-29 12:00:00,103.0,97.0
2,2019-01-29 12:00:00,2019-01-29 12:10:00,121.0,105.0
2,2019-01-29 12:10:00,2019-01-29 12:20:00,121.0,79.0
2,2019-01-29 12:20:00,2019-01-29 12:30:00,154.0,120.0
2,2019-01-29 12:30:00,2019-01-29 12:40:00,131.0,136.0
2,2019-01-29 12:40:00,2019-01-29 12:50:00,140.0,74.0
2,2019-01-29 12:50:00,2019-01-29 13:00:00,138.0,81.0
2,2019-01-29 13:00:00,2019-01-29 13:10:00,114.0,87.0
2,2019-01-29 13:10:00,2019-01-29 13:20:00,134.0,85.0
2,2019-01-29 13:20:00,2019-01-29 13:30:00,107.0,77.0
2,2019-01-29 13:30:00,2019-01-29 13:40:00,137.0,128.0
2,2019-01-29 13:40:00,2019-01-29 13:50:00,118.0,82.0
2,2019-01-29 13:50:00,2019-01-29 14:00:00,133.0,108.0
2,2019-01-29 14:00:00,2019-01-29 14:10:00,105.0,98.0
2,2019-01-29 14:10:00,2019-01-29 14:20:00,151.0,68.0
2,2019-01-29 14:20:00,2019-01-29 14:30:00,116.0,114.0
2,2019-01-29 14:30:00,2019-01-29 14:40:00,100.0,113.0
2,2019-01-29 14:40:00,2019-01-29 14:50:00,117.0,96.0
2,2019-01-29 14:50:00,2019-01-29 15:00:00,105.0,111.0
2,2019-01-29 15:00:00,2019-01-29 15:10:00,86.0,126.0
2,2019-01-29 15:10:00,2019-01-29 15:20:00,101.0,77.0
2,2019-01-29 15:20:00,2019-01-29 15:30:00,90.0,117.0
2,2019-01-29 15:30:00,2019-01-29 15:40:00,105.0,116.0
2,2019-01-29 15:40:00,2019-01-29 15:50:00,100.0,84.0
2,2019-01-29 15:50:00,2019-01-29 16:00:00,128.0,112.0
2,2019-01-29 16:00:00,2019-01-29 16:10:00,107.0,133.0
2,2019-01-29 16:10:00,2019-01-29 16:20:00,137.0,95.0
2,2019-01-29 16:20:00,2019-01-29 16:30:00,117.0,123.0
